Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,Return_ID,Original_Tx_ID,Return_Date,Refund_Amount,Status,Tx_ID_extracted,Problem_Category,Sentiment
101084,2023-12-13,C0225,Accessories,Laptop Sleeve,20.38,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100317,2023-11-27,C0001,Electronics,Smartphone Z,724.77,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100679,2023-05-12,C0001,Smart Home,NordLock Pro,197.29,1,Pending,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100503,2023-12-01,C0122,Smart Home,NordLock Pro,207.18,1,Paid,,,,,,100503,Naudas atgriešanas pieprasījums,Negatīvs
100503,2023-12-01,C0122,Smart Home,NordLock Pro,207.18,1,Paid,,,,,,100503,Baterijas problēma (Smart Home),Kritiski Negatīvs
100503,2023-12-01,C0122,Smart Home,NordLock Pro,207.18,1,Paid,,,,,,100503,Naudas atgriešanas pieprasījums,Negatīvs
100503,2023-12-01,C0122,Smart Home,NordLock Pro,207.18,1,Paid,,,,,,100503,Lietotnes / Savienojuma problēma,Kritiski Negatīvs
100503,2023-12-01,C0122,Smart Home,NordLock Pro,207.18,1,Paid,,,,,,100503,Bloķēšanas/Drošības kļūme,Kritiski Negatīvs
100503,2023-12-01,C0122,Smart Home,NordLock Pro,207.18,1,Paid,,,,,,100503,Bloķēšanas/Drošības kļūme,Negatīvs
100190,2023-11-22,C0215,Electronics,Smartphone Z,846.71,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100763,2023-07-12,C0001,Accessories,USB-C Cable,16.94,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100171,2023-11-22,C0090,Accessories,Charger,28.87,4,Paid,,,,,,100171,Baterijas problēma (Smart Home),Kritiski Negatīvs
100155,2023-11-21,C0003,Electronics,TV Pro,1019.81,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100177,2023-11-22,C0002,Electronics,NoiseCancel Headphones,309.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100350,2023-11-27,C0038,Accessories,Charger,34.12,2,Paid,,,,,,100350,Bloķēšanas/Drošības kļūme,Negatīvs
100991,2023-12-12,C0107,Electronics,Tablet A,427.39,1,Failed,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101066,2023-12-13,C0007,Electronics,NoiseCancel Headphones,258.62,1,Pending,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100583,2023-12-03,C0001,Electronics,TV Pro,1181.73,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101191,2023-11-15,C0002,Electronics,Tablet A,488.25,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101035,2023-12-12,C0001,Smart Home,NordLock Pro,195.28,2,Paid,,,,,,101035,Piegādes / Loģistikas aizkavēšanās,Kritiski Negatīvs
100578,2023-12-03,C0012,Accessories,Wireless Mouse,51.21,1,Pending,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101031,2023-12-12,C0020,Smart Home,NordLock Pro,205.55,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100524,2023-12-02,C0104,Accessories,Wireless Mouse,18.15,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100777,2023-12-07,C0206,Accessories,Phone Case,16.43,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101175,2023-12-07,C0004,Electronics,Smartphone Z,893.14,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100607,2023-12-04,C0054,Electronics,Laptop X,1698.65,1,Paid,,,,,,100607,Naudas atgriešanas pieprasījums,Negatīvs
100983,2023-12-11,C0038,Accessories,Laptop Sleeve,38.52,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100562,2023-03-12,C0142,Accessories,USB-C Cable,17.33,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100842,2023-12-08,C0007,Electronics,Laptop X,1714.94,1,Paid,R000004,100842,2023-12-24,1714.94,Processed,,Nav sūdzību,Neitrāls / Nav ziņots
101187,2023-11-29,C0017,Smart Home,NordTherm,83.85,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100630,2023-12-04,C0069,Accessories,Wireless Mouse,13.89,1,Paid,,,,,,100630,Bloķēšanas/Drošības kļūme,Kritiski Negatīvs
100898,2023-12-10,C0001,Smart Home,NordLock Pro,241.97,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100067,2023-11-17,C0003,Accessories,Wireless Mouse,56.08,1,Paid,R000005,100067,2023-11-23,56.08,Processed,,Nav sūdzību,Neitrāls / Nav ziņots
100714,2023-06-12,C0001,Accessories,Screen Protector,12.92,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100182,2023-11-22,C0001,Electronics,TV Pro,1046.88,1,Failed,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100958,2023-12-11,C0001,Accessories,Charger,43.0,3,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100696,2023-12-06,C0135,Smart Home,NordLock Pro,225.0,2,Paid,,,,,,100696,Lietotnes / Savienojuma problēma,Kritiski Negatīvs
100696,2023-12-06,C0135,Smart Home,NordLock Pro,225.0,2,Paid,,,,,,100696,Cits / Vispārējs brāķis,Negatīvs
100696,2023-12-06,C0135,Smart Home,NordLock Pro,225.0,2,Paid,,,,,,100696,Lietotnes / Savienojuma problēma,Negatīvs
100334,2023-11-27,C0005,Electronics,Tablet A,322.05,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100938,2023-11-12,C0014,Electronics,Smartphone Z,782.74,1,Failed,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100733,2023-12-06,C0050,Accessories,Charger,48.23,3,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100913,2023-12-10,C0001,Accessories,Wireless Mouse,19.15,1,Paid,,,,,,100913,Baterijas problēma (Smart Home),Negatīvs
100644,2023-12-04,C0301,Accessories,USB-C Cable,9.53,2,Paid,,,,,,100644,Bloķēšanas/Drošības kļūme,Negatīvs
100644,2023-12-04,C0301,Accessories,USB-C Cable,9.53,2,Paid,,,,,,100644,Bloķēšanas/Drošības kļūme,Kritiski Negatīvs
100644,2023-12-04,C0301,Accessories,USB-C Cable,9.53,2,Paid,,,,,,100644,Baterijas problēma (Smart Home),Kritiski Negatīvs
100541,2023-12-02,C0020,Accessories,Wireless Mouse,58.32,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100621,2023-04-12,C0003,Electronics,Laptop X,1776.33,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100577,2023-12-03,C0002,Smart Home,NordLock Pro,213.5,2,Paid,R000006,100577,2023-12-12,427.0,Processed,,Nav sūdzību,Neitrāls / Nav ziņots
100045,2023-11-17,C0115,Electronics,TV Pro,1532.19,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100080,2023-11-18,C0002,Accessories,Accessory Bundle,35.86,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100911,2023-12-10,C0003,Electronics,NoiseCancel Headphones,254.21,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100820,2023-12-08,C0001,Accessories,Accessory Bundle,61.58,3,Failed,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100990,2023-12-12,C0157,Electronics,NoiseCancel Headphones,328.41,2,Paid,,,,,,100990,Piegādes / Loģistikas aizkavēšanās,Negatīvs
100634,2023-04-12,C0002,Electronics,Smartphone Z,810.82,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100118,2023-11-19,C0068,Accessories,Laptop Sleeve,38.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100906,2023-10-12,C0048,Electronics,NoiseCancel Headphones,158.01,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100332,2023-11-27,C0002,Electronics,Laptop X,1608.06,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101117,2023-12-14,C0018,Accessories,Charger,27.0,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100755,2023-12-07,C0003,Accessories,Accessory Bundle,76.3,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100483,2023-12-01,C0001,Smart Home,NordLock Pro,216.17,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100047,2023-11-17,C0006,Smart Home,NordLock Pro,208.67,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100605,2023-12-04,C0013,Smart Home,NordTherm,142.49,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100124,2023-11-20,C0004,Electronics,NoiseCancel Headphones,233.73,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100240,2023-11-24,C0018,Accessories,USB-C Cable,13.43,2,Paid,,,,,,100240,Piegādes / Loģistikas aizkavēšanās,Negatīvs
100027,2023-11-16,C0004,Electronics,NoiseCancel Headphones,170.89,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101168,2023-11-28,C0004,Smart Home,NordLock Pro,246.71,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100057,2023-11-17,C0061,Electronics,TV Pro,1046.02,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101072,2023-12-13,C0001,Smart Home,NordLock Pro,212.32,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100709,2023-12-06,C0001,Accessories,Wireless Mouse,54.54,3,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101045,2023-12-13,C0027,Smart Home,NordPlug,32.53,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100379,2023-11-28,C0001,Accessories,Accessory Bundle,67.03,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100316,2023-11-26,C0002,Electronics,Tablet A,597.79,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100907,2023-10-12,C0005,Electronics,TV Pro,1352.21,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100180,2023-11-22,C0006,Electronics,NoiseCancel Headphones,228.54,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101018,2023-12-12,C0002,Accessories,USB-C Cable,15.31,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101088,2023-12-14,C0006,Accessories,USB-C Cable,14.75,1,Paid,,,,,,101088,Naudas atgriešanas pieprasījums,Negatīvs
100515,2023-02-12,C0243,Electronics,Tablet A,533.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100693,2023-12-06,C0001,Accessories,Laptop Sleeve,26.83,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100682,2023-12-05,C0223,Accessories,Screen Protector,7.5,2,Paid,,,,,,100682,Cits / Vispārējs brāķis,Negatīvs
100682,2023-12-05,C0223,Accessories,Screen Protector,7.5,2,Paid,,,,,,100682,Lietotnes / Savienojuma problēma,Negatīvs
101037,2023-12-12,C0003,Electronics,NoiseCancel Headphones,308.13,1,Paid,R000007,101037,2023-12-27,308.13,Processed,,Nav sūdzību,Neitrāls / Nav ziņots
100106,2023-11-19,C0020,Accessories,USB-C Cable,14.99,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100786,2023-12-07,C0112,Smart Home,NordLock Pro,245.31,1,Paid,R000008,100786,2023-12-14,245.31,Processed,100786,Bloķēšanas/Drošības kļūme,Kritiski Negatīvs
100915,2023-12-10,C0028,Accessories,USB-C Cable,15.71,1,Failed,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100821,2023-08-12,C0001,Accessories,Screen Protector,6.18,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100268,2023-11-25,C0005,Electronics,TV Pro,1187.59,1,Pending,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101148,2023-11-27,C0220,Accessories,Phone Case,31.01,4,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100789,2023-12-07,C0030,Electronics,Laptop X,1363.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100967,2023-12-11,C0002,Accessories,Screen Protector,14.65,2,Pending,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100448,2023-11-30,C0001,Accessories,Screen Protector,13.04,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100041,2023-11-16,C0007,Accessories,Accessory Bundle,96.52,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100533,2023-12-02,C0034,Accessories,Laptop Sleeve,32.3,3,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100301,2023-11-26,C0046,Accessories,Charger,15.37,1,Paid,R000009,100301,2023-12-06,15.37,Processed,,Nav sūdzību,Neitrāls / Nav ziņots
100434,2023-11-29,C0005,Electronics,NoiseCancel Headphones,344.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100802,2023-12-08,C0183,Smart Home,NordLock Pro,200.86,1,Paid,R000010,100802,2023-12-17,200.86,Processed,100802,Baterijas problēma (Smart Home),Kritiski Negatīvs
101126,2023-12-14,C0001,Smart Home,NordLock Pro,206.17,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100269,2023-11-25,C0070,Electronics,Laptop X,1466.72,1,Pending,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100619,2023-04-12,C0001,Electronics,TV Pro,1574.14,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100633,2023-12-04,C0040,Accessories,USB-C Cable,13.0,3,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101029,2023-12-12,C0001,Accessories,Laptop Sleeve,37.26,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101081,2023-12-13,C0004,Smart Home,NordPlug,21.26,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100297,2023-11-26,C0015,Smart Home,NordLock Pro,248.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101155,2023-08-12,C0042,Electronics,Laptop X,1620.72,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100703,2023-06-12,C0001,Smart Home,NordLock Pro,225.82,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100594,2023-12-03,C0147,Electronics,Tablet A,724.89,1,Paid,,,,,,100594,Lietotnes / Savienojuma problēma,Kritiski Negatīvs
100971,2023-12-11,C0002,Electronics,TV Pro,1667.73,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100299,2023-11-26,C0018,Electronics,NoiseCancel Headphones,281.5,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101095,2023-12-14,C0002,Smart Home,NordLock Pro,238.51,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100905,2023-12-10,C0311,Electronics,TV Pro,1080.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100208,2023-11-23,C0002,Accessories,USB-C Cable,11.04,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100704,2023-06-12,C0010,Smart Home,NordLock Pro,241.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100896,2023-12-10,C0001,Accessories,USB-C Cable,18.6,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101132,2023-12-14,C0001,Electronics,Tablet A,589.01,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100144,2023-11-21,C0001,Accessories,Laptop Sleeve,31.36,3,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100251,2023-11-24,C0001,Accessories,Charger,41.99,3,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100514,2023-01-12,C0095,Electronics,Laptop X,1623.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100978,2023-12-11,C0003,Electronics,NoiseCancel Headphones,279.88,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100824,2023-12-08,C0007,Electronics,Tablet A,524.82,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101082,2023-12-13,C0014,Smart Home,NordLock Pro,231.99,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100717,2023-12-06,C0001,Accessories,Phone Case,39.48,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100732,2023-12-06,C0001,Electronics,TV Pro,1144.44,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100164,2023-11-22,C0015,Electronics,Smartphone Z,845.23,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100501,2023-12-01,C0002,Electronics,NoiseCancel Headphones,255.15,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100264,2023-11-25,C0316,Smart Home,NordLock Pro,208.11,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100082,2023-11-18,C0001,Electronics,Laptop X,1457.02,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101142,2023-11-17,C0061,Electronics,TV Pro,1046.02,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100768,2023-12-07,C0001,Accessories,Accessory Bundle,55.24,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100325,2023-11-27,C0125,Smart Home,NordLock Pro,220.55,1,Paid,,,,,,100325,Piegādes / Loģistikas aizkavēšanās,Negatīvs
100473,2023-11-30,C0004,Electronics,NoiseCancel Headphones,316.19,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100564,2023-12-03,C0001,Smart Home,NordLock Pro,223.08,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100145,2023-11-21,C0170,Accessories,Charger,30.35,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100663,2023-12-05,C0066,Smart Home,NordLock Pro,200.01,1,Paid,R000011,100663,2023-12-12,200.01,Processed,100663,Bloķēšanas/Drošības kļūme,Kritiski Negatīvs
100663,2023-12-05,C0066,Smart Home,NordLock Pro,200.01,1,Paid,R000011,100663,2023-12-12,200.01,Processed,100663,Lietotnes / Savienojuma problēma,Kritiski Negatīvs
100663,2023-12-05,C0066,Smart Home,NordLock Pro,200.01,1,Paid,R000011,100663,2023-12-12,200.01,Processed,100663,Baterijas problēma (Smart Home),Kritiski Negatīvs
100814,2023-08-12,C0001,Smart Home,NordLock Pro,181.89,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100275,2023-11-25,C0004,Accessories,Phone Case,19.93,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100972,2023-11-12,C0005,Smart Home,NordLock Pro,216.12,2,Pending,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100673,2023-12-05,C0016,Electronics,Tablet A,507.23,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100793,2023-07-12,C0083,Accessories,USB-C Cable,19.69,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100752,2023-12-07,C0271,Smart Home,NordLock Pro,212.22,2,Paid,,,,,,100752,Bloķēšanas/Drošības kļūme,Negatīvs
100752,2023-12-07,C0271,Smart Home,NordLock Pro,212.22,2,Paid,,,,,,100752,Bloķēšanas/Drošības kļūme,Kritiski Negatīvs
100730,2023-12-06,C0115,Accessories,Wireless Mouse,58.87,1,Paid,,,,,,100730,Baterijas problēma (Smart Home),Negatīvs
100609,2023-12-04,C0004,Smart Home,NordCam Mini,62.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100825,2023-08-12,C0021,Electronics,Tablet A,652.84,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100088,2023-11-18,C0027,Accessories,Charger,20.2,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100945,2023-12-11,C0012,Electronics,Tablet A,736.42,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100853,2023-09-12,C0042,Electronics,Smartphone Z,1004.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100307,2023-11-26,C0003,Electronics,Smartphone Z,912.54,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100552,2023-12-02,C0145,Electronics,TV Pro,1419.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100188,2023-11-22,C0001,Electronics,Smartphone Z,851.41,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100892,2023-12-10,C0009,Accessories,Wireless Mouse,25.68,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100288,2023-11-25,C0003,Accessories,Charger,29.37,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100871,2023-12-09,C0075,Smart Home,NordLock Pro,185.47,1,Paid,,,,,,100871,Baterijas problēma (Smart Home),Negatīvs
100871,2023-12-09,C0075,Smart Home,NordLock Pro,185.47,1,Paid,,,,,,100871,Bloķēšanas/Drošības kļūme,Negatīvs
100668,2023-12-05,C0030,Electronics,Laptop X,1686.77,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101001,2023-12-12,C0004,Smart Home,NordLock Pro,186.38,1,Pending,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101061,2023-12-13,C0001,Accessories,Screen Protector,8.08,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100756,2023-12-07,C0001,Accessories,Charger,43.27,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100372,2023-11-28,C0005,Accessories,Accessory Bundle,36.7,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100050,2023-11-17,C0003,Electronics,Tablet A,336.05,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100454,2023-11-30,C0006,Electronics,Smartphone Z,1061.74,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100549,2023-02-12,C0001,Smart Home,NordLock Pro,190.1,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100248,2023-11-24,C0001,Accessories,Wireless Mouse,26.62,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101195,2023-11-23,C0002,Electronics,Laptop X,1577.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100398,2023-11-29,C0019,Smart Home,NordLock Pro,201.64,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100865,2023-12-09,C0055,Electronics,Tablet A,772.98,1,Paid,,,,,,100865,Bloķēšanas/Drošības kļūme,Negatīvs
100601,2023-12-04,C0001,Accessories,Wireless Mouse,32.0,1,Pending,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100662,2023-12-05,C0004,Smart Home,NordLock Pro,238.67,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100833,2023-12-08,C0027,Electronics,NoiseCancel Headphones,248.37,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101124,2023-12-14,C0197,Accessories,Screen Protector,12.14,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100838,2023-12-08,C0003,Smart Home,NordLock Pro,188.83,1,Paid,R000012,100838,2023-12-16,0.0,Rejected,100838,Lietotnes / Savienojuma problēma,Negatīvs
100034,2023-11-16,C0001,Accessories,Accessory Bundle,34.22,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100089,2023-11-18,C0002,Accessories,Screen Protector,12.91,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100357,2023-11-28,C0208,Electronics,Smartphone Z,1034.43,1,Paid,,,,,,100357,Cits / Vispārējs brāķis,Negatīvs
100567,2023-12-03,C0001,Electronics,Tablet A,631.82,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100918,2023-12-10,C0035,Accessories,Accessory Bundle,98.54,1,Paid,R000013,100918,2023-12-14,98.54,Processed,100918,Baterijas problēma (Smart Home),Negatīvs
100918,2023-12-10,C0035,Accessories,Accessory Bundle,98.54,1,Paid,R000013,100918,2023-12-14,98.54,Processed,100918,Naudas atgriešanas pieprasījums,Negatīvs
100517,2023-02-12,C0117,Accessories,Phone Case,33.43,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100085,2023-11-18,C0020,Accessories,Charger,45.43,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100773,2023-12-07,C0004,Electronics,Smartphone Z,893.14,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100347,2023-11-27,C0006,Electronics,TV Pro,937.66,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100539,2023-12-02,C0008,Electronics,TV Pro,1441.81,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100132,2023-11-20,C0001,Electronics,Laptop X,1612.31,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100376,2023-11-28,C0006,Smart Home,NordLock Pro,224.2,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101034,2023-12-12,C0214,Accessories,Charger,15.36,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100616,2023-12-04,C0005,Accessories,Screen Protector,5.04,1,Failed,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100822,2023-12-08,C0242,Smart Home,NordLock Pro,200.64,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100362,2023-11-28,C0004,Accessories,Charger,43.85,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100428,2023-11-29,C0027,Accessories,Accessory Bundle,69.78,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101032,2023-12-12,C0125,Accessories,Phone Case,38.23,2,Paid,,,,,,101032,Baterijas problēma (Smart Home),Kritiski Negatīvs
100342,2023-11-27,C0024,Accessories,Phone Case,36.96,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100498,2023-12-01,C0013,Accessories,Screen Protector,9.2,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100758,2023-12-07,C0057,Smart Home,NordLock Pro,239.23,1,Paid,,,,,,100758,Baterijas problēma (Smart Home),Kritiski Negatīvs
100758,2023-12-07,C0057,Smart Home,NordLock Pro,239.23,1,Paid,,,,,,100758,Bloķēšanas/Drošības kļūme,Kritiski Negatīvs
101020,2023-12-12,C0013,Accessories,Screen Protector,12.92,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101146,2023-03-12,C0002,Smart Home,NordLock Pro,192.26,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100734,2023-06-12,C0009,Smart Home,NordTherm,106.57,1,Failed,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100063,2023-11-17,C0046,Electronics,TV Pro,1698.27,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100636,2023-04-12,C0008,Accessories,Accessory Bundle,37.42,4,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100914,2023-12-10,C0118,Accessories,USB-C Cable,14.98,1,Paid,,,,,,100914,Naudas atgriešanas pieprasījums,Negatīvs
